Number_of_Neighbours	Number_of_PCs	Number_of_Cells	Number_of_HVGs	Algorithm.Leiden	Algorithm.Louvain	Algorithm.Walktrap	Exp_Type.Droplet	acceptable_ari
14	5	1960	1000	0	1	0	0	0
15	5	1960	1000	0	1	0	0	0
16	5	1960	1000	0	1	0	0	0
17	5	1960	1000	0	1	0	0	0
18	5	1960	1000	0	1	0	0	0
19	5	1960	1000	0	1	0	0	0
20	5	1960	1000	0	1	0	0	0
21	5	1960	1000	0	1	0	0	0
22	5	1960	1000	0	1	0	0	0
23	5	1960	1000	0	1	0	0	0
24	5	1960	1000	0	1	0	0	0
25	5	1960	1000	0	1	0	0	0
26	5	1960	1000	0	1	0	0	0
27	5	1960	1000	0	1	0	0	0
28	5	1960	1000	0	1	0	0	0
29	5	1960	1000	0	1	0	0	0
30	5	1960	1000	0	1	0	0	0
31	5	1960	1000	0	1	0	0	0
32	5	1960	1000	0	1	0	0	0
33	5	1960	1000	0	1	0	0	0
34	5	1960	1000	0	1	0	0	0
35	5	1960	1000	0	1	0	0	0
36	5	1960	1000	0	1	0	0	0
37	5	1960	1000	0	1	0	0	0
38	5	1960	1000	0	1	0	0	0
39	5	1960	1000	0	1	0	0	0
40	5	1960	1000	0	1	0	0	0
41	5	1960	1000	0	1	0	0	0
42	5	1960	1000	0	1	0	0	0
43	5	1960	1000	0	1	0	0	0
44	5	1960	1000	0	1	0	0	0
45	5	1960	1000	0	1	0	0	0
46	5	1960	1000	0	1	0	0	0
47	5	1960	1000	0	1	0	0	0
48	5	1960	1000	0	1	0	0	0
49	5	1960	1000	0	1	0	0	0
50	5	1960	1000	0	1	0	0	0
1	5	714	1000	0	1	0	0	0
2	5	714	1000	0	1	0	0	0
3	5	714	1000	0	1	0	0	0
4	5	714	1000	0	1	0	0	0
5	5	714	1000	0	1	0	0	0
6	5	714	1000	0	1	0	0	0
7	5	714	1000	0	1	0	0	0
8	5	714	1000	0	1	0	0	0
9	5	714	1000	0	1	0	0	0
10	5	714	1000	0	1	0	0	0
11	5	714	1000	0	1	0	0	0
12	5	714	1000	0	1	0	0	0
13	5	714	1000	0	1	0	0	0
14	5	714	1000	0	1	0	0	0
15	5	714	1000	0	1	0	0	0
16	5	714	1000	0	1	0	0	0
17	5	714	1000	0	1	0	0	0
18	5	714	1000	0	1	0	0	0
19	5	714	1000	0	1	0	0	0
20	5	714	1000	0	1	0	0	0
21	5	714	1000	0	1	0	0	0
22	5	714	1000	0	1	0	0	0
23	5	714	1000	0	1	0	0	0
24	5	714	1000	0	1	0	0	0
25	5	714	1000	0	1	0	0	0
26	5	714	1000	0	1	0	0	0
27	5	714	1000	0	1	0	0	0
28	5	714	1000	0	1	0	0	0
29	5	714	1000	0	1	0	0	0
30	5	714	1000	0	1	0	0	0
31	5	714	1000	0	1	0	0	0
32	5	714	1000	0	1	0	0	0
33	5	714	1000	0	1	0	0	0
34	5	714	1000	0	1	0	0	0
35	5	714	1000	0	1	0	0	0
36	5	714	1000	0	1	0	0	0
37	5	714	1000	0	1	0	0	0
38	5	714	1000	0	1	0	0	0
39	5	714	1000	0	1	0	0	0
40	5	714	1000	0	1	0	0	0
41	5	714	1000	0	1	0	0	0
42	5	714	1000	0	1	0	0	0
43	5	714	1000	0	1	0	0	0
44	5	714	1000	0	1	0	0	0
45	5	714	1000	0	1	0	0	0
46	5	714	1000	0	1	0	0	0
47	5	714	1000	0	1	0	0	0
48	5	714	1000	0	1	0	0	0
49	5	714	1000	0	1	0	0	0
50	5	714	1000	0	1	0	0	0
1	5	1676	1000	0	1	0	0	0
2	5	1676	1000	0	1	0	0	0
3	5	1676	1000	0	1	0	0	0
4	5	1676	1000	0	1	0	0	0
5	5	1676	1000	0	1	0	0	0
6	5	1676	1000	0	1	0	0	0
7	5	1676	1000	0	1	0	0	0
8	5	1676	1000	0	1	0	0	0
9	5	1676	1000	0	1	0	0	0
10	5	1676	1000	0	1	0	0	0
11	5	1676	1000	0	1	0	0	0
12	5	1676	1000	0	1	0	0	0
13	5	1676	1000	0	1	0	0	0
14	5	1676	1000	0	1	0	0	0
15	5	1676	1000	0	1	0	0	0
16	5	1676	1000	0	1	0	0	0
17	5	1676	1000	0	1	0	0	0
18	5	1676	1000	0	1	0	0	0
19	5	1676	1000	0	1	0	0	0
20	5	1676	1000	0	1	0	0	0
21	5	1676	1000	0	1	0	0	0
22	5	1676	1000	0	1	0	0	0
23	5	1676	1000	0	1	0	0	0
24	5	1676	1000	0	1	0	0	0
25	5	1676	1000	0	1	0	0	0
26	5	1676	1000	0	1	0	0	0
27	5	1676	1000	0	1	0	0	0
28	5	1676	1000	0	1	0	0	0
29	5	1676	1000	0	1	0	0	0
30	5	1676	1000	0	1	0	0	0
31	5	1676	1000	0	1	0	0	0
32	5	1676	1000	0	1	0	0	0
33	5	1676	1000	0	1	0	0	0
34	5	1676	1000	0	1	0	0	0
35	5	1676	1000	0	1	0	0	0
36	5	1676	1000	0	1	0	0	0
37	5	1676	1000	0	1	0	0	0
38	5	1676	1000	0	1	0	0	0
39	5	1676	1000	0	1	0	0	0
40	5	1676	1000	0	1	0	0	0
41	5	1676	1000	0	1	0	0	0
42	5	1676	1000	0	1	0	0	0
43	5	1676	1000	0	1	0	0	0
44	5	1676	1000	0	1	0	0	0
45	5	1676	1000	0	1	0	0	0
46	5	1676	1000	0	1	0	0	0
47	5	1676	1000	0	1	0	0	0
48	5	1676	1000	0	1	0	0	0
49	5	1676	1000	0	1	0	0	0
50	5	1676	1000	0	1	0	0	0
1	8	2405	1000	0	1	0	0	0
2	8	2405	1000	0	1	0	0	0
3	8	2405	1000	0	1	0	0	0
4	8	2405	1000	0	1	0	0	0
5	8	2405	1000	0	1	0	0	0
6	8	2405	1000	0	1	0	0	0
7	8	2405	1000	0	1	0	0	0
8	8	2405	1000	0	1	0	0	0
9	8	2405	1000	0	1	0	0	0
10	8	2405	1000	0	1	0	0	0
11	8	2405	1000	0	1	0	0	0
12	8	2405	1000	0	1	0	0	0
13	8	2405	1000	0	1	0	0	0
14	8	2405	1000	0	1	0	0	0
15	8	2405	1000	0	1	0	0	0
16	8	2405	1000	0	1	0	0	0
17	8	2405	1000	0	1	0	0	0
18	8	2405	1000	0	1	0	0	0
19	8	2405	1000	0	1	0	0	0
20	8	2405	1000	0	1	0	0	0
21	8	2405	1000	0	1	0	0	0
22	8	2405	1000	0	1	0	0	0
23	8	2405	1000	0	1	0	0	0
24	8	2405	1000	0	1	0	0	0
25	8	2405	1000	0	1	0	0	0
26	8	2405	1000	0	1	0	0	0
27	8	2405	1000	0	1	0	0	0
28	8	2405	1000	0	1	0	0	0
29	8	2405	1000	0	1	0	0	0
30	8	2405	1000	0	1	0	0	0
31	8	2405	1000	0	1	0	0	0
32	8	2405	1000	0	1	0	0	0
33	8	2405	1000	0	1	0	0	0
34	8	2405	1000	0	1	0	0	0
35	8	2405	1000	0	1	0	0	0
36	8	2405	1000	0	1	0	0	0
37	8	2405	1000	0	1	0	0	0
38	8	2405	1000	0	1	0	0	0
39	8	2405	1000	0	1	0	0	0
40	8	2405	1000	0	1	0	0	0
41	8	2405	1000	0	1	0	0	0
42	8	2405	1000	0	1	0	0	0
43	8	2405	1000	0	1	0	0	0
44	8	2405	1000	0	1	0	0	0
45	8	2405	1000	0	1	0	0	0
46	8	2405	1000	0	1	0	0	0
47	8	2405	1000	0	1	0	0	0
48	8	2405	1000	0	1	0	0	0
49	8	2405	1000	0	1	0	0	0
50	8	2405	1000	0	1	0	0	0
1	5	5037	1000	0	1	0	0	0
2	5	5037	1000	0	1	0	0	0
3	5	5037	1000	0	1	0	0	0
4	5	5037	1000	0	1	0	0	0
5	5	5037	1000	0	1	0	0	0
6	5	5037	1000	0	1	0	0	0
7	5	5037	1000	0	1	0	0	0
8	5	5037	1000	0	1	0	0	0
9	5	5037	1000	0	1	0	0	0
10	5	5037	1000	0	1	0	0	0
11	5	5037	1000	0	1	0	0	0
12	5	5037	1000	0	1	0	0	0
13	5	5037	1000	0	1	0	0	0
14	5	5037	1000	0	1	0	0	0
15	5	5037	1000	0	1	0	0	0
16	5	5037	1000	0	1	0	0	0
17	5	5037	1000	0	1	0	0	0
18	5	5037	1000	0	1	0	0	0
19	5	5037	1000	0	1	0	0	0
20	5	5037	1000	0	1	0	0	0
21	5	5037	1000	0	1	0	0	0
22	5	5037	1000	0	1	0	0	0
23	5	5037	1000	0	1	0	0	0
24	5	5037	1000	0	1	0	0	0
25	5	5037	1000	0	1	0	0	0
26	5	5037	1000	0	1	0	0	0
27	5	5037	1000	0	1	0	0	0
28	5	5037	1000	0	1	0	0	0
29	5	5037	1000	0	1	0	0	0
30	5	5037	1000	0	1	0	0	0
31	5	5037	1000	0	1	0	0	0
32	5	5037	1000	0	1	0	0	0
33	5	5037	1000	0	1	0	0	0
34	5	5037	1000	0	1	0	0	0
35	5	5037	1000	0	1	0	0	0
36	5	5037	1000	0	1	0	0	0
37	5	5037	1000	0	1	0	0	0
38	5	5037	1000	0	1	0	0	0
39	5	5037	1000	0	1	0	0	0
40	5	5037	1000	0	1	0	0	0
41	5	5037	1000	0	1	0	0	0
42	5	5037	1000	0	1	0	0	0
43	5	5037	1000	0	1	0	0	0
44	5	5037	1000	0	1	0	0	0
45	5	5037	1000	0	1	0	0	0
46	5	5037	1000	0	1	0	0	0
47	5	5037	1000	0	1	0	0	0
48	5	5037	1000	0	1	0	0	0
49	5	5037	1000	0	1	0	0	0
50	5	5037	1000	0	1	0	0	0
1	47	1564	1000	0	1	0	0	0
2	47	1564	1000	0	1	0	0	0
3	47	1564	1000	0	1	0	0	0
4	47	1564	1000	0	1	0	0	0
5	47	1564	1000	0	1	0	0	0
6	47	1564	1000	0	1	0	0	0
7	47	1564	1000	0	1	0	0	0
8	47	1564	1000	0	1	0	0	0
9	47	1564	1000	0	1	0	0	0
10	47	1564	1000	0	1	0	0	0
11	47	1564	1000	0	1	0	0	0
12	47	1564	1000	0	1	0	0	0
13	47	1564	1000	0	1	0	0	0
14	47	1564	1000	0	1	0	0	0
15	47	1564	1000	0	1	0	0	0
16	47	1564	1000	0	1	0	0	0
17	47	1564	1000	0	1	0	0	0
18	47	1564	1000	0	1	0	0	0
19	47	1564	1000	0	1	0	0	0
20	47	1564	1000	0	1	0	0	0
21	47	1564	1000	0	1	0	0	0
22	47	1564	1000	0	1	0	0	0
23	47	1564	1000	0	1	0	0	0
24	47	1564	1000	0	1	0	0	0
25	47	1564	1000	0	1	0	0	0
26	47	1564	1000	0	1	0	0	0
27	47	1564	1000	0	1	0	0	0
28	47	1564	1000	0	1	0	0	0
29	47	1564	1000	0	1	0	0	0
30	47	1564	1000	0	1	0	0	0
31	47	1564	1000	0	1	0	0	0
32	47	1564	1000	0	1	0	0	0
33	47	1564	1000	0	1	0	0	0
34	47	1564	1000	0	1	0	0	0
35	47	1564	1000	0	1	0	0	0
36	47	1564	1000	0	1	0	0	0
37	47	1564	1000	0	1	0	0	0
38	47	1564	1000	0	1	0	0	0
39	47	1564	1000	0	1	0	0	0
40	47	1564	1000	0	1	0	0	0
41	47	1564	1000	0	1	0	0	0
42	47	1564	1000	0	1	0	0	0
43	47	1564	1000	0	1	0	0	0
44	47	1564	1000	0	1	0	0	0
45	47	1564	1000	0	1	0	0	0
46	47	1564	1000	0	1	0	0	0
47	47	1564	1000	0	1	0	0	0
48	47	1564	1000	0	1	0	0	0
49	47	1564	1000	0	1	0	0	0
50	47	1564	1000	0	1	0	0	0
1	46	2310	1000	0	1	0	0	0
2	46	2310	1000	0	1	0	0	0
3	46	2310	1000	0	1	0	0	0
4	46	2310	1000	0	1	0	0	0
5	46	2310	1000	0	1	0	0	0
6	46	2310	1000	0	1	0	0	0
7	46	2310	1000	0	1	0	0	0
8	46	2310	1000	0	1	0	0	0
9	46	2310	1000	0	1	0	0	0
10	46	2310	1000	0	1	0	0	0
11	46	2310	1000	0	1	0	0	0
12	46	2310	1000	0	1	0	0	0
13	46	2310	1000	0	1	0	0	0
14	46	2310	1000	0	1	0	0	0
15	46	2310	1000	0	1	0	0	0
16	46	2310	1000	0	1	0	0	0
17	46	2310	1000	0	1	0	0	0
18	46	2310	1000	0	1	0	0	0
19	46	2310	1000	0	1	0	0	0
20	46	2310	1000	0	1	0	0	0
21	46	2310	1000	0	1	0	0	0
22	46	2310	1000	0	1	0	0	0
23	46	2310	1000	0	1	0	0	0
24	46	2310	1000	0	1	0	0	0
25	46	2310	1000	0	1	0	0	0
26	46	2310	1000	0	1	0	0	0
27	46	2310	1000	0	1	0	0	0
28	46	2310	1000	0	1	0	0	0
29	46	2310	1000	0	1	0	0	0
30	46	2310	1000	0	1	0	0	0
31	46	2310	1000	0	1	0	0	0
32	46	2310	1000	0	1	0	0	0
33	46	2310	1000	0	1	0	0	0
34	46	2310	1000	0	1	0	0	0
35	46	2310	1000	0	1	0	0	0
36	46	2310	1000	0	1	0	0	0
37	46	2310	1000	0	1	0	0	0
38	46	2310	1000	0	1	0	0	0
39	46	2310	1000	0	1	0	0	0
40	46	2310	1000	0	1	0	0	0
41	46	2310	1000	0	1	0	0	0
42	46	2310	1000	0	1	0	0	0
43	46	2310	1000	0	1	0	0	0
44	46	2310	1000	0	1	0	0	0
45	46	2310	1000	0	1	0	0	0
46	46	2310	1000	0	1	0	0	0
47	46	2310	1000	0	1	0	0	0
48	46	2310	1000	0	1	0	0	0
49	46	2310	1000	0	1	0	0	0
50	46	2310	1000	0	1	0	0	0
1	5	1697	1000	0	1	0	0	0
2	5	1697	1000	0	1	0	0	0
3	5	1697	1000	0	1	0	0	0
4	5	1697	1000	0	1	0	0	0
5	5	1697	1000	0	1	0	0	0
6	5	1697	1000	0	1	0	0	0
7	5	1697	1000	0	1	0	0	0
8	5	1697	1000	0	1	0	0	0
9	5	1697	1000	0	1	0	0	0
10	5	1697	1000	0	1	0	0	0
11	5	1697	1000	0	1	0	0	0
12	5	1697	1000	0	1	0	0	0
13	5	1697	1000	0	1	0	0	0
14	5	1697	1000	0	1	0	0	0
15	5	1697	1000	0	1	0	0	0
16	5	1697	1000	0	1	0	0	0
17	5	1697	1000	0	1	0	0	0
18	5	1697	1000	0	1	0	0	0
19	5	1697	1000	0	1	0	0	0
20	5	1697	1000	0	1	0	0	0
21	5	1697	1000	0	1	0	0	0
22	5	1697	1000	0	1	0	0	0
23	5	1697	1000	0	1	0	0	0
24	5	1697	1000	0	1	0	0	0
25	5	1697	1000	0	1	0	0	0
26	5	1697	1000	0	1	0	0	0
27	5	1697	1000	0	1	0	0	0
28	5	1697	1000	0	1	0	0	0
29	5	1697	1000	0	1	0	0	0
30	5	1697	1000	0	1	0	0	0
31	5	1697	1000	0	1	0	0	0
32	5	1697	1000	0	1	0	0	0
33	5	1697	1000	0	1	0	0	0
34	5	1697	1000	0	1	0	0	0
35	5	1697	1000	0	1	0	0	0
36	5	1697	1000	0	1	0	0	0
37	5	1697	1000	0	1	0	0	0
38	5	1697	1000	0	1	0	0	0
39	5	1697	1000	0	1	0	0	0
40	5	1697	1000	0	1	0	0	0
41	5	1697	1000	0	1	0	0	0
42	5	1697	1000	0	1	0	0	0
43	5	1697	1000	0	1	0	0	0
44	5	1697	1000	0	1	0	0	0
45	5	1697	1000	0	1	0	0	0
46	5	1697	1000	0	1	0	0	0
47	5	1697	1000	0	1	0	0	0
48	5	1697	1000	0	1	0	0	0
49	5	1697	1000	0	1	0	0	0
50	5	1697	1000	0	1	0	0	0
1	7	1349	1000	0	1	0	0	0
2	7	1349	1000	0	1	0	0	0
3	7	1349	1000	0	1	0	0	0
4	7	1349	1000	0	1	0	0	0
5	7	1349	1000	0	1	0	0	0
6	7	1349	1000	0	1	0	0	0
7	7	1349	1000	0	1	0	0	0
8	7	1349	1000	0	1	0	0	0
9	7	1349	1000	0	1	0	0	0
10	7	1349	1000	0	1	0	0	0
11	7	1349	1000	0	1	0	0	0
12	7	1349	1000	0	1	0	0	0
13	7	1349	1000	0	1	0	0	0
14	7	1349	1000	0	1	0	0	0
15	7	1349	1000	0	1	0	0	0
16	7	1349	1000	0	1	0	0	0
17	7	1349	1000	0	1	0	0	0
18	7	1349	1000	0	1	0	0	0
19	7	1349	1000	0	1	0	0	0
20	7	1349	1000	0	1	0	0	0
21	7	1349	1000	0	1	0	0	0
22	7	1349	1000	0	1	0	0	0
23	7	1349	1000	0	1	0	0	0
24	7	1349	1000	0	1	0	0	0
25	7	1349	1000	0	1	0	0	0
26	7	1349	1000	0	1	0	0	0
27	7	1349	1000	0	1	0	0	0
28	7	1349	1000	0	1	0	0	0
29	7	1349	1000	0	1	0	0	0
30	7	1349	1000	0	1	0	0	0
31	7	1349	1000	0	1	0	0	0
32	7	1349	1000	0	1	0	0	0
33	7	1349	1000	0	1	0	0	0
34	7	1349	1000	0	1	0	0	0
35	7	1349	1000	0	1	0	0	0
36	7	1349	1000	0	1	0	0	0
37	7	1349	1000	0	1	0	0	0
38	7	1349	1000	0	1	0	0	0
39	7	1349	1000	0	1	0	0	0
40	7	1349	1000	0	1	0	0	0
41	7	1349	1000	0	1	0	0	0
42	7	1349	1000	0	1	0	0	0
43	7	1349	1000	0	1	0	0	0
44	7	1349	1000	0	1	0	0	0
45	7	1349	1000	0	1	0	0	0
46	7	1349	1000	0	1	0	0	0
47	7	1349	1000	0	1	0	0	0
48	7	1349	1000	0	1	0	0	0
49	7	1349	1000	0	1	0	0	0
50	7	1349	1000	0	1	0	0	0
1	26	1416	1000	0	1	0	0	0
2	26	1416	1000	0	1	0	0	0
3	26	1416	1000	0	1	0	0	0
4	26	1416	1000	0	1	0	0	0
5	26	1416	1000	0	1	0	0	0
6	26	1416	1000	0	1	0	0	0
7	26	1416	1000	0	1	0	0	0
8	26	1416	1000	0	1	0	0	0
9	26	1416	1000	0	1	0	0	0
10	26	1416	1000	0	1	0	0	0
11	26	1416	1000	0	1	0	0	0
12	26	1416	1000	0	1	0	0	0
13	26	1416	1000	0	1	0	0	0
14	26	1416	1000	0	1	0	0	0
15	26	1416	1000	0	1	0	0	0
16	26	1416	1000	0	1	0	0	0
17	26	1416	1000	0	1	0	0	0
18	26	1416	1000	0	1	0	0	0
19	26	1416	1000	0	1	0	0	0
20	26	1416	1000	0	1	0	0	0
21	26	1416	1000	0	1	0	0	0
22	26	1416	1000	0	1	0	0	0
23	26	1416	1000	0	1	0	0	0
24	26	1416	1000	0	1	0	0	0
25	26	1416	1000	0	1	0	0	0
26	26	1416	1000	0	1	0	0	0
27	26	1416	1000	0	1	0	0	0
28	26	1416	1000	0	1	0	0	0
29	26	1416	1000	0	1	0	0	0
30	26	1416	1000	0	1	0	0	0
31	26	1416	1000	0	1	0	0	0
32	26	1416	1000	0	1	0	0	0
33	26	1416	1000	0	1	0	0	0
34	26	1416	1000	0	1	0	0	0
35	26	1416	1000	0	1	0	0	0
36	26	1416	1000	0	1	0	0	0
37	26	1416	1000	0	1	0	0	0
38	26	1416	1000	0	1	0	0	0
39	26	1416	1000	0	1	0	0	0
40	26	1416	1000	0	1	0	0	0
41	26	1416	1000	0	1	0	0	0
42	26	1416	1000	0	1	0	0	0
43	26	1416	1000	0	1	0	0	0
44	26	1416	1000	0	1	0	0	0
45	26	1416	1000	0	1	0	0	0
46	26	1416	1000	0	1	0	0	0
47	26	1416	1000	0	1	0	0	0
48	26	1416	1000	0	1	0	0	0
49	26	1416	1000	0	1	0	0	0
50	26	1416	1000	0	1	0	0	0
1	10	1350	1000	0	1	0	0	0
2	10	1350	1000	0	1	0	0	0
3	10	1350	1000	0	1	0	0	0
4	10	1350	1000	0	1	0	0	0
5	10	1350	1000	0	1	0	0	0
6	10	1350	1000	0	1	0	0	0
7	10	1350	1000	0	1	0	0	0
8	10	1350	1000	0	1	0	0	0
9	10	1350	1000	0	1	0	0	0
10	10	1350	1000	0	1	0	0	0
11	10	1350	1000	0	1	0	0	0
12	10	1350	1000	0	1	0	0	0
13	10	1350	1000	0	1	0	0	0
14	10	1350	1000	0	1	0	0	0
15	10	1350	1000	0	1	0	0	0
16	10	1350	1000	0	1	0	0	0
17	10	1350	1000	0	1	0	0	0
18	10	1350	1000	0	1	0	0	0
19	10	1350	1000	0	1	0	0	0
20	10	1350	1000	0	1	0	0	0
21	10	1350	1000	0	1	0	0	0
22	10	1350	1000	0	1	0	0	0
23	10	1350	1000	0	1	0	0	0
24	10	1350	1000	0	1	0	0	0
25	10	1350	1000	0	1	0	0	0
26	10	1350	1000	0	1	0	0	0
27	10	1350	1000	0	1	0	0	0
28	10	1350	1000	0	1	0	0	0
29	10	1350	1000	0	1	0	0	0
30	10	1350	1000	0	1	0	0	0
31	10	1350	1000	0	1	0	0	0
32	10	1350	1000	0	1	0	0	0
33	10	1350	1000	0	1	0	0	0
34	10	1350	1000	0	1	0	0	0
35	10	1350	1000	0	1	0	0	0
36	10	1350	1000	0	1	0	0	0
37	10	1350	1000	0	1	0	0	0
38	10	1350	1000	0	1	0	0	0
39	10	1350	1000	0	1	0	0	0
40	10	1350	1000	0	1	0	0	0
41	10	1350	1000	0	1	0	0	0
42	10	1350	1000	0	1	0	0	0
43	10	1350	1000	0	1	0	0	0
44	10	1350	1000	0	1	0	0	0
45	10	1350	1000	0	1	0	0	0
46	10	1350	1000	0	1	0	0	0
47	10	1350	1000	0	1	0	0	0
48	10	1350	1000	0	1	0	0	0
49	10	1350	1000	0	1	0	0	0
50	10	1350	1000	0	1	0	0	0
1	5	7339	1000	0	1	0	0	0
2	5	7339	1000	0	1	0	0	0
3	5	7339	1000	0	1	0	0	0
4	5	7339	1000	0	1	0	0	0
5	5	7339	1000	0	1	0	0	0
6	5	7339	1000	0	1	0	0	0
7	5	7339	1000	0	1	0	0	0
8	5	7339	1000	0	1	0	0	0
9	5	7339	1000	0	1	0	0	0
10	5	7339	1000	0	1	0	0	0
11	5	7339	1000	0	1	0	0	0
12	5	7339	1000	0	1	0	0	0
13	5	7339	1000	0	1	0	0	0
14	5	7339	1000	0	1	0	0	0
15	5	7339	1000	0	1	0	0	0
16	5	7339	1000	0	1	0	0	0
17	5	7339	1000	0	1	0	0	0
18	5	7339	1000	0	1	0	0	0
19	5	7339	1000	0	1	0	0	0
20	5	7339	1000	0	1	0	0	0
21	5	7339	1000	0	1	0	0	0
22	5	7339	1000	0	1	0	0	0
23	5	7339	1000	0	1	0	0	0
24	5	7339	1000	0	1	0	0	0
25	5	7339	1000	0	1	0	0	0
26	5	7339	1000	0	1	0	0	0
27	5	7339	1000	0	1	0	0	0
28	5	7339	1000	0	1	0	0	0
29	5	7339	1000	0	1	0	0	0
30	5	7339	1000	0	1	0	0	0
31	5	7339	1000	0	1	0	0	0
32	5	7339	1000	0	1	0	0	0
33	5	7339	1000	0	1	0	0	0
34	5	7339	1000	0	1	0	0	0
35	5	7339	1000	0	1	0	0	0
36	5	7339	1000	0	1	0	0	0
37	5	7339	1000	0	1	0	0	0
38	5	7339	1000	0	1	0	0	0
39	5	7339	1000	0	1	0	0	0
40	5	7339	1000	0	1	0	0	0
41	5	7339	1000	0	1	0	0	0
42	5	7339	1000	0	1	0	0	0
43	5	7339	1000	0	1	0	0	0
44	5	7339	1000	0	1	0	0	0
45	5	7339	1000	0	1	0	0	0
46	5	7339	1000	0	1	0	0	0
47	5	7339	1000	0	1	0	0	0
48	5	7339	1000	0	1	0	0	0
49	5	7339	1000	0	1	0	0	0
50	5	7339	1000	0	1	0	0	0
1	5	5384	1000	0	1	0	0	0
2	5	5384	1000	0	1	0	0	0
3	5	5384	1000	0	1	0	0	0
4	5	5384	1000	0	1	0	0	0
5	5	5384	1000	0	1	0	0	0
6	5	5384	1000	0	1	0	0	0
7	5	5384	1000	0	1	0	0	0
8	5	5384	1000	0	1	0	0	0
9	5	5384	1000	0	1	0	0	0
10	5	5384	1000	0	1	0	0	0
11	5	5384	1000	0	1	0	0	0
12	5	5384	1000	0	1	0	0	0
13	5	5384	1000	0	1	0	0	0
14	5	5384	1000	0	1	0	0	0
15	5	5384	1000	0	1	0	0	0
16	5	5384	1000	0	1	0	0	0
17	5	5384	1000	0	1	0	0	0
18	5	5384	1000	0	1	0	0	0
19	5	5384	1000	0	1	0	0	0
20	5	5384	1000	0	1	0	0	0
21	5	5384	1000	0	1	0	0	0
22	5	5384	1000	0	1	0	0	0
23	5	5384	1000	0	1	0	0	0
24	5	5384	1000	0	1	0	0	0
25	5	5384	1000	0	1	0	0	0
26	5	5384	1000	0	1	0	0	0
27	5	5384	1000	0	1	0	0	0
28	5	5384	1000	0	1	0	0	0
29	5	5384	1000	0	1	0	0	0
30	5	5384	1000	0	1	0	0	0
31	5	5384	1000	0	1	0	0	0
32	5	5384	1000	0	1	0	0	0
33	5	5384	1000	0	1	0	0	0
34	5	5384	1000	0	1	0	0	0
35	5	5384	1000	0	1	0	0	0
36	5	5384	1000	0	1	0	0	0
37	5	5384	1000	0	1	0	0	0
38	5	5384	1000	0	1	0	0	0
39	5	5384	1000	0	1	0	0	0
40	5	5384	1000	0	1	0	0	0
41	5	5384	1000	0	1	0	0	0
42	5	5384	1000	0	1	0	0	0
43	5	5384	1000	0	1	0	0	0
44	5	5384	1000	0	1	0	0	0
45	5	5384	1000	0	1	0	0	0
46	5	5384	1000	0	1	0	0	0
47	5	5384	1000	0	1	0	0	0
48	5	5384	1000	0	1	0	0	0
49	5	5384	1000	0	1	0	0	0
50	5	5384	1000	0	1	0	0	0
1	5	3119	1000	0	1	0	0	0
2	5	3119	1000	0	1	0	0	0
3	5	3119	1000	0	1	0	0	0
4	5	3119	1000	0	1	0	0	0
5	5	3119	1000	0	1	0	0	0
6	5	3119	1000	0	1	0	0	0
7	5	3119	1000	0	1	0	0	0
8	5	3119	1000	0	1	0	0	0
9	5	3119	1000	0	1	0	0	0
10	5	3119	1000	0	1	0	0	0
11	5	3119	1000	0	1	0	0	0
12	5	3119	1000	0	1	0	0	0
13	5	3119	1000	0	1	0	0	0
14	5	3119	1000	0	1	0	0	0
15	5	3119	1000	0	1	0	0	0
16	5	3119	1000	0	1	0	0	0
17	5	3119	1000	0	1	0	0	0
18	5	3119	1000	0	1	0	0	0
19	5	3119	1000	0	1	0	0	0
20	5	3119	1000	0	1	0	0	0
21	5	3119	1000	0	1	0	0	0
22	5	3119	1000	0	1	0	0	0
23	5	3119	1000	0	1	0	0	0
24	5	3119	1000	0	1	0	0	0
25	5	3119	1000	0	1	0	0	0
26	5	3119	1000	0	1	0	0	0
27	5	3119	1000	0	1	0	0	0
28	5	3119	1000	0	1	0	0	0
29	5	3119	1000	0	1	0	0	0
30	5	3119	1000	0	1	0	0	0
31	5	3119	1000	0	1	0	0	0
32	5	3119	1000	0	1	0	0	0
33	5	3119	1000	0	1	0	0	0
34	5	3119	1000	0	1	0	0	0
35	5	3119	1000	0	1	0	0	0
36	5	3119	1000	0	1	0	0	0
37	5	3119	1000	0	1	0	0	0
38	5	3119	1000	0	1	0	0	0
39	5	3119	1000	0	1	0	0	0
40	5	3119	1000	0	1	0	0	0
41	5	3119	1000	0	1	0	0	0
42	5	3119	1000	0	1	0	0	0
43	5	3119	1000	0	1	0	0	0
44	5	3119	1000	0	1	0	0	0
45	5	3119	1000	0	1	0	0	0
46	5	3119	1000	0	1	0	0	0
47	5	3119	1000	0	1	0	0	0
48	5	3119	1000	0	1	0	0	0
49	5	3119	1000	0	1	0	0	0
50	5	3119	1000	0	1	0	0	0
1	5	4652	1000	0	1	0	0	0
2	5	4652	1000	0	1	0	0	0
3	5	4652	1000	0	1	0	0	0
4	5	4652	1000	0	1	0	0	0
5	5	4652	1000	0	1	0	0	0
6	5	4652	1000	0	1	0	0	0
7	5	4652	1000	0	1	0	0	0
8	5	4652	1000	0	1	0	0	0
9	5	4652	1000	0	1	0	0	0
10	5	4652	1000	0	1	0	0	0
